날짜,시간,국가,경제지표,실제,예상,이전,중요도
10.08 (Thu), 21:00,gb,영란은행 양적완화 ,￡375B,,￡375B,상
10.08 (Thu), 21:00,gb,비오이 MPC 투표 하이킹 ,1/9,1/9,1/9,상
10.07 (Wed), 07:30,us,FED Williams Speech ,,,,상
10.06 (Tue), 22:30,us,무역수지 Apr,$-48.33B,$-47.4B,$-41.81B,상
10.06 (Tue), 00:00,us,ISM 비제조업 구매자관리자지수(PMI) May,56.9,58,59,상
10.03 (Sat), 03:30,us,Fed Fischer Speech ,,,,상
10.03 (Sat), 03:00,us,Fed Bullard Speech ,,,,상
10.03 (Sat), 01:00,us,Fed Mester Speech ,,,,상
10.02 (Fri), 23:00,us,Fed Kocherlakota Speech ,,,,상
10.02 (Fri), 22:30,us,실업률 May,5.1%,5.1%,5.1%,상
10.02 (Fri), 22:30,us,비 농장 급여 May,142K,203K,136K,상
10.02 (Fri), 22:30,us,Fed Rosengren Speech ,,,,상
10.02 (Fri), 02:30,us,FED Williams Speech ,,,,상
10.02 (Fri), 00:00,us,ISM 제조업 PMI May,50.2,50.6,51.1,상
10.02 (Fri), 00:00,us,ISM 가격 지불 Nov,38,39.3,39,상
10.01 (Thu), 14:00,us,Deadline for Funding For New Fiscal Year ,,,,상
10.01 (Thu), 11:45,cn,Caixin 제조업 PMI 최종 Sep,47.2,47,47.3,상
10.01 (Thu), 11:00,cn,NBS 제조업 구매자관리자지수(PMI) May,49.8,49.6,49.7,상
10.01 (Thu), 09:00,us,Fed Brainard Speech ,,,,상
09.30 (Wed), 05:40,gb,BoE Gov Carney Speech ,,,,상
09.30 (Wed), 01:45,gb,GFK 소비자 신뢰지수 Jun,3,6,7,상
09.29 (Tue), 07:00,us,FED Williams Speech ,,,,상
09.29 (Tue), 03:30,us,연준 에반스 연설 ,,,,상
09.28 (Mon), 21:45,us,Fed Dudley Speech ,,,,상
09.26 (Sat), 03:25,us,Fed George Speech ,,,,상
09.25 (Fri), 23:25,us,Fed Bullard Speech ,,,,상
09.25 (Fri), 22:30,us,경제성장률(QoQ) 최종 Q1,3.9%,3.7%,0.6%,상
09.25 (Fri), 07:00,us,Fed Yellen Speech ,,,,상
09.25 (Fri), 00:00,us,신규주택판매 May,552K,515K,522K,상
09.24 (Thu), 22:30,us,내구재 주문 (월간) May,-2.0%,-2%,1.9%,상
09.24 (Thu), 02:30,us,공급 록 하트 연설 ,,,,상
09.23 (Wed), 11:45,cn,Caixin 제조업 PMI 플래시 Sep,47,47.5,47.3,상
09.23 (Wed), 09:00,us,공급 록 하트 연설 ,,,,상
09.22 (Tue), 03:00,us,공급 록 하트 연설 ,,,,상
09.22 (Tue), 00:00,us,기존주택판매 May,5.31M,5.53M,5.58M,상
09.18 (Fri), 04:30,us,연준 의장 Yellen 언어 ,,,,상
09.18 (Fri), 04:00,us,FOMC 경제 예측 ,,,,상
09.18 (Fri), 04:00,us,연준 기준금리 결정 ,0.25%,0.25%,0.25%,상
09.16 (Wed), 22:30,us,인플레이션율(YoY) May,0.2%,0.2%,0.2%,상
09.16 (Wed), 22:30,us,핵심물가상승률 (YoY) May,1.8%,1.9%,1.8%,상
09.16 (Wed), 18:30,gb,실업수당청구 변동 May,1.2K,-5K,-6.8K,상
09.16 (Wed), 18:30,gb,실업률 Apr,5.5%,5.6%,5.6%,상
09.15 (Tue), 22:30,us,월간 소매 판매 May,0.20%,0.3%,0.7%,상
09.15 (Tue), 18:30,gb,인플레이션율(YoY) May,0.0%,0.0%,0.1%,상
09.12 (Sat), 00:00,us,미시건대 소비자신뢰지수 예상 Jun,85.7,91.2,91.9,상
09.10 (Thu), 21:00,gb,영란은행 양적완화 ,￡375B,,￡375B,상
09.10 (Thu), 21:00,gb,MPC 회의록 ,,,,상
09.10 (Thu), 21:00,gb,비오이 MPC 투표 하이킹 ,1/9,1/9,1/9,상
09.10 (Thu), 21:00,gb,영란은행 기준금리 결정 ,0.5%,0.5%,0.5%,상
09.10 (Thu), 11:30,cn,인플레이션율(YoY) May,2.0%,1.8%,1.6%,상
09.09 (Wed), 18:30,gb,무역수지 Apr,￡-3.37B,,￡-0.82B,상
09.09 (Wed), 07:15,us,Fed Kocherlakota Speech ,,,,상
09.08 (Tue), 12:00,cn,무역수지 May,$60.24B,$48.2B,$43.03B,상
09.04 (Fri), 22:30,us,비 농장 급여 May,173K,220K,245K,상
09.04 (Fri), 22:30,us,실업률 May,5.1%,5.2%,5.3%,상
09.04 (Fri), 22:10,us,Fed Lacker Speech ,,,,상
09.04 (Fri), 11:00,us,Fed Kocherlakota Speech ,,,,상
09.04 (Fri), 00:00,us,ISM 비제조업 구매자관리자지수(PMI) May,59,58.1,60.3,상
09.03 (Thu), 22:30,us,무역수지 Apr,$-41.86B,$ -42.4B,$-45.21B,상
09.02 (Wed), 22:15,us,ADP 고용변화 May,190K,201K,177K,상
09.02 (Wed), 03:10,us,Fed Rosengren Speech ,,,,상
09.02 (Wed), 00:00,us,ISM 제조업 PMI May,51.1,52.6,52.7,상
09.02 (Wed), 00:00,us,ISM 가격 지불 Nov,39,42.5,44,상
09.01 (Tue), 11:45,cn,Caixin 제조업 PMI 최종 Sep,47.3,47.1,47.8,상
09.01 (Tue), 11:00,cn,NBS 제조업 구매자관리자지수(PMI) May,49.7,49.7,50,상
08.30 (Sun), 02:25,us,Fed Fischer Speech ,,,,상
08.29 (Sat), 14:00,us,Jackson Hole Symposium ,,,,상
08.29 (Sat), 12:25,gb,BoE Gov Carney Speech ,,,,상
08.28 (Fri), 18:30,gb,GDP 성장률 2분기 추정치 (분기대비) Q1,0.7%,0.7%,0.4%,상
08.28 (Fri), 18:30,gb,GDP 성장률 2분기 추정치 (전년대비) Q1,2.6%,2.6%,2.9%,상
08.28 (Fri), 14:00,us,Jackson Hole Symposium ,,,,상
08.28 (Fri), 09:05,gb,GFK 소비자 신뢰지수 Jun,7,4,4,상
08.27 (Thu), 22:30,us,경제성장률(QoQ) 2차 추정치 Q1,3.7%,3.2%,0.6%,상
08.27 (Thu), 14:00,us,Jackson Hole Symposium ,,,,상
08.27 (Thu), 00:00,us,Fed Dudley Speech ,,,,상
08.26 (Wed), 22:30,us,내구재 주문 (월간) May,2.0%,-0.4%,4.1%,상
08.26 (Wed), 00:00,us,신규주택판매 May,507K,510K,481K,상
08.25 (Tue), 20:20,cn,금리 결정 ,4.6%,,4.85%,상
08.25 (Tue), 05:55,us,공급 록 하트 연설 ,,,,상
08.21 (Fri), 11:45,cn,Caixin 제조업 PMI 플래시 Sep,47.1,47.7,47.8,상
08.21 (Fri), 00:00,us,기존주택판매 May,5.59M,5.44M,5.48M,상
08.20 (Thu), 16:45,us,FED Williams Speech ,,,,상
08.20 (Thu), 10:20,us,Fed Kocherlakota Speech ,,,,상
08.20 (Thu), 04:00,us,FOMC 회의록 ,,,,상
08.19 (Wed), 22:30,us,인플레이션율(YoY) May,0.2%,0.2%,0.1%,상
08.19 (Wed), 22:30,us,핵심물가상승률 (YoY) May,1.8%,1.8%,1.8%,상
08.18 (Tue), 18:30,gb,인플레이션율(YoY) May,0.1%,0%,0.0%,상
08.15 (Sat), 00:00,us,미시건대 소비자신뢰지수 예상 Jun,92.9,93.5,93.1,상
08.13 (Thu), 22:30,us,월간 소매 판매 May,0.6%,0.5%,0%(R),상
08.12 (Wed), 21:30,us,Fed Dudley Speech ,,,,상
08.12 (Wed), 18:30,gb,실업수당청구 변동 May,-4.9K,1.5K,0.2K(R),상
08.12 (Wed), 18:30,gb,실업률 Apr,5.6%,5.6%,5.6%,상
08.11 (Tue), 01:25,us,공급 록 하트 연설 ,,,,상
08.10 (Mon), 23:00,us,공급 록 하트 연설 ,,,,상
08.10 (Mon), 21:15,us,Fed Fischer Speech ,,,,상
08.09 (Sun), 12:00,cn,인플레이션율(YoY) May,1.6%,1.5%,1.4%,상
08.08 (Sat), 12:00,cn,무역수지 May,$43.03B,$53.25B,$46.54B,상
08.07 (Fri), 22:30,us,실업률 May,5.3%,5.3%,5.3%,상
08.07 (Fri), 22:30,us,비 농장 급여 May,215K,223K,231K(R),상
08.07 (Fri), 18:30,gb,무역수지 Apr,￡-1.6B,,￡-0.9B(R),상
08.06 (Thu), 21:45,gb,BoE Gov Carney Speech ,,,,상
08.06 (Thu), 21:00,gb,비오이 MPC 투표 하이킹 ,1/9,2/9,0/9,상
08.06 (Thu), 21:00,gb,BOE 인플레이션 보고서 ,,,,상
08.06 (Thu), 21:00,gb,영란은행 기준금리 결정 ,0.5%,0.5%,0.5%,상
08.06 (Thu), 21:00,gb,MPC 회의록 ,,,,상
08.06 (Thu), 00:00,us,ISM 비제조업 구매자관리자지수(PMI) May,60.3,56.2,56,상
08.05 (Wed), 22:30,us,무역수지 Apr,$-43.84B,$ -42.8B,$-40.94B(R),상
08.05 (Wed), 22:15,us,ADP 고용변화 May,185K,215K,229K(R),상
08.03 (Mon), 23:30,us,ISM 제조업 PMI May,52.7,53.6,53.5,상
08.03 (Mon), 23:30,us,ISM 가격 지불 Nov,44,49.4,49.5,상
08.03 (Mon), 23:00,us,Fed Powell Speech ,,,,상
08.03 (Mon), 11:45,cn,Caixin 제조업 PMI 최종 Sep,47.8,48.2,49.4,상
08.01 (Sat), 11:00,cn,NBS 제조업 구매자관리자지수(PMI) May,50,50.2,50.2,상
07.30 (Thu), 22:30,us,경제성장률(QoQ) 추정 Q2,2.3%,2.6%,0.6%(R),상
07.30 (Thu), 04:00,us,연준 기준금리 결정 ,0.25%,0.25%,0.25%,상
07.28 (Tue), 18:30,gb,경제성장률(QoQ) 예상 Q2,0.7%,0.7%,0.4%,상
07.28 (Tue), 18:30,gb,경제성장률(YoY) 예상 Q2,2.6%,2.6%,2.9%,상
07.27 (Mon), 22:30,us,내구재 주문 (월간) May,3.4%,3%,-2.1%(R),상
07.25 (Sat), 00:00,us,신규주택판매 May,482K,546K,517K(R),상
07.24 (Fri), 11:45,cn,Caixin 제조업 PMI 플래시 Sep,48.2,49.7,49.4,상
07.23 (Thu), 09:00,kr,GDP 성장률(분기대비) 예비치 Q2,0.3%,0.4%,0.8%,상
07.23 (Thu), 09:00,kr,GDP 성장률(연간) 예비치 Q2,2.2%,2.3%,2.5%,상
07.23 (Thu), 00:00,us,기존주택판매 May,5.49M,5.4M,5.32M(R),상
07.22 (Wed), 18:30,gb,MPC 회의록 ,,,,상
07.18 (Sat), 00:00,us,Fed Fischer Speech ,,,,상
07.18 (Sat), 00:00,us,미시건대 소비자신뢰지수 예상 Jun,93.3,96.4,96.1,상
07.17 (Fri), 22:30,us,핵심물가상승률 (YoY) May,1.8%,1.8%,1.7%,상
07.17 (Fri), 22:30,us,인플레이션율(YoY) May,0.1%,0.1%,0.0%,상
07.17 (Fri), 00:00,us,Fed Yellen Testimony to the Senate ,,,,상
07.16 (Thu), 05:00,us,FED Williams Speech ,,,,상
07.16 (Thu), 02:25,us,Fed Mester Speech ,,,,상
07.16 (Thu), 00:00,us,Fed Yellen Testimony to the Congress ,,,,상
07.15 (Wed), 18:30,gb,실업수당청구 변동 May,7K,-8.8K,-1.1K(R),상
07.15 (Wed), 18:30,gb,실업률 Apr,5.6%,5.5%,5.5%,상
07.15 (Wed), 12:00,cn,경제성장률(QoQ) Q2,1.7%,1.7%,1.4%(R),상
07.15 (Wed), 12:00,cn,경제성장률(YoY) Q2,7.0%,6.9%,7.0%,상
07.15 (Wed), 10:15,us,Fed George Speech ,,,,상
07.14 (Tue), 22:30,us,월간 소매 판매 May,-0.3%,0.3%,1.0%(R),상
07.14 (Tue), 18:30,gb,인플레이션율(YoY) May,0.0%,0.0%,0.1%,상
07.13 (Mon), 10:00,cn,무역수지 May,$46.54B,$55.7B,$59.488B,상
07.11 (Sat), 01:00,us,Fed Yellen Speech ,,,,상
07.11 (Sat), 00:30,us,Fed Rosengren Speech ,,,,상
07.10 (Fri), 18:30,gb,무역수지 Apr,￡-0.393B,,￡-1.834B(R),상
07.10 (Fri), 01:30,us,Fed George Speech ,,,,상
07.09 (Thu), 23:00,us,Fed Brainard Speech ,,,,상
07.09 (Thu), 21:00,gb,영란은행 기준금리 결정 ,0.5%,0.5%,0.5%,상
07.09 (Thu), 21:00,gb,영란은행 양적완화 ,￡375B,￡ 375B,￡375B,상
07.09 (Thu), 19:45,us,Fed Kocherlakota Speech ,,,,상
07.09 (Thu), 11:30,cn,인플레이션율(YoY) May,1.4%,1.3%,1.2%,상
07.09 (Thu), 04:00,us,FOMC 회의록 ,,,,상
07.09 (Thu), 04:00,us,FED Williams Speech ,,,,상
07.07 (Tue), 22:30,us,무역수지 Apr,$-41.87B,$ -42.6B,$-40.7B(R),상
07.07 (Tue), 00:00,us,ISM 비제조업 구매자관리자지수(PMI) May,56,56.2,55.7,상
07.02 (Thu), 22:30,us,비 농장 급여 May,223K,230K,254K(R),상
07.02 (Thu), 22:30,us,실업률 May,5.3%,5.4%,5.5%,상
07.02 (Thu), 00:00,us,ISM 제조업 PMI May,53.5,53.1,52.8,상
07.02 (Thu), 00:00,us,ISM 가격 지불 Nov,49.5,51,49.5,상
07.01 (Wed), 22:15,us,ADP 고용변화 May,237K,218K,203K(R),상
07.01 (Wed), 11:00,cn,NBS 제조업 구매자관리자지수(PMI) May,50.2,50.3,50.17,상
06.27 (Sat), 19:00,cn,금리 결정 ,4.85%,,5.1%,상
06.27 (Sat), 02:45,us,Fed George Speech ,,,,상
06.25 (Thu), 22:45,us,Fed Powell Speech ,,,,상
06.24 (Wed), 22:30,us,경제성장률(QoQ) 최종 Q1,-0.2%,-0.2%,2.2%,상
06.24 (Wed), 00:00,us,신규주택판매 May,546K,525K,534K(R),상
06.23 (Tue), 22:30,us,내구재 주문 (월간) May,-1.8%,-0.5%,-1.5%(R),상
06.23 (Tue), 00:00,us,기존주택판매 May,5.35M,5.26M,5.09M(R),상
06.20 (Sat), 02:00,us,Fed Mester Speech ,,,,상
06.20 (Sat), 01:40,us,FED Williams Speech ,,,,상
06.18 (Thu), 22:30,us,인플레이션율(YoY) May,0.0%,0.0%,-0.2%,상
06.18 (Thu), 22:30,us,핵심물가상승률 (YoY) May,1.7%,1.8%,1.8%,상
06.18 (Thu), 09:05,gb,BoE Quarterly Bulletin Q2 ,,,,상
06.18 (Thu), 04:30,us,연준 의장 Yellen 언어 ,,,,상
06.18 (Thu), 04:00,us,연준 기준금리 결정 ,0.25%,0.25%,0.25%,상
06.17 (Wed), 18:30,gb,MPC 회의록 ,,,,상
06.17 (Wed), 18:30,gb,실업수당청구 변동 May,-6.5K,-12.3K,-7.8K(R),상
06.17 (Wed), 18:30,gb,실업률 Apr,5.5%,5.5%,5.5%,상
06.16 (Tue), 18:30,gb,인플레이션율(YoY) May,0.1%,0.1%,-0.1%,상
06.13 (Sat), 00:00,us,미시건대 소비자신뢰지수 예상 Jun,94.6,91.5,90.7,상
06.11 (Thu), 22:30,us,월간 소매 판매 May,1.2%,1.1%,0.2%(R),상
06.11 (Thu), 06:00,gb,BoE Gov Carney Speech ,,,,상
06.09 (Tue), 18:30,gb,무역수지 Apr,￡-1.202B,,￡-3.093B(R),상
06.09 (Tue), 11:30,cn,인플레이션율(YoY) May,1.2%,1.3%,1.5%,상
06.08 (Mon), 11:00,cn,무역수지 May,$59.488B,$44.95B,$34.13B,상
06.06 (Sat), 02:30,us,Fed Dudley Speech ,,,,상
06.05 (Fri), 22:30,us,실업률 May,5.5%,5.4%,5.4%,상
06.05 (Fri), 22:30,us,비 농장 급여 May,280K,225K,221K(R),상
06.05 (Fri), 02:00,us,Fed Tarullo Speech ,,,,상
06.04 (Thu), 21:00,gb,영란은행 양적완화 ,￡375B,,￡375B,상
06.04 (Thu), 21:00,gb,영란은행 기준금리 결정 ,0.5%,0.5%,0.5%,상
06.04 (Thu), 06:00,us,Fed Bullard Speech ,,,,상
06.04 (Thu), 04:15,us,연준 에반스 연설 ,,,,상
06.04 (Thu), 00:00,us,ISM 비제조업 구매자관리자지수(PMI) May,55.7,57,57.8,상
06.03 (Wed), 22:30,us,무역수지 Apr,$-40.88B,$ -44B,$-50.57B(R),상
06.03 (Wed), 22:15,us,ADP 고용변화 May,201K,200K,165K(R),상
06.02 (Tue), 00:00,us,ISM 제조업 PMI May,52.8,52,51.5,상
06.02 (Tue), 00:00,us,ISM 가격 지불 Nov,49.5,42.5,40.5,상
06.01 (Mon), 23:05,us,Fed Rosengren Speech ,,,,상
06.01 (Mon), 11:00,cn,NBS 제조업 구매자관리자지수(PMI) May,50.2,50.2,50.1,상
05.29 (Fri), 22:30,us,경제성장률(QoQ) 2차 추정치 Q1,-0.7%,0.2%,2.2%,상
05.29 (Fri), 09:05,gb,GFK 소비자 신뢰지수 Jun,1,4,4,상
05.29 (Fri), 04:45,us,Fed Kocherlakota Speech ,,,,상
05.28 (Thu), 18:30,gb,GDP 성장률 2분기 추정치 (전년대비) Q1,2.4%,2.5%,3.0%,상
05.28 (Thu), 18:30,gb,GDP 성장률 2분기 추정치 (분기대비) Q1,0.3%,0.4%,0.6%,상
05.28 (Thu), 16:20,us,FED Williams Speech ,,,,상
05.27 (Wed), 09:10,us,Fed Lacker Speech ,,,,상
05.27 (Wed), 02:30,us,Fed Fischer Speech ,,,,상
05.27 (Wed), 00:00,us,신규주택판매 May,517K,510K,484K(R),상
05.26 (Tue), 22:30,us,내구재 주문 (월간) May,-0.5%,-0.4%,5.1%(R),상
05.26 (Tue), 01:30,us,Fed Fischer Speech ,,,,상
05.25 (Mon), 23:10,us,Fed Mester Speech ,,,,상
05.23 (Sat), 03:00,us,Fed Yellen Speech ,,,,상
05.22 (Fri), 23:30,gb,BoE Gov Carney Speech ,,,,상
05.22 (Fri), 22:30,us,핵심물가상승률 (YoY) May,1.8%,1.7%,1.8%,상
05.22 (Fri), 22:30,us,인플레이션율(YoY) May,-0.2%,-0.1%,-0.1%,상
05.22 (Fri), 09:00,us,FED Williams Speech ,,,,상
05.22 (Fri), 03:30,us,Fed Fischer Speech ,,,,상
05.22 (Fri), 00:00,us,기존주택판매 May,5.04M,5.24M,5.21M(R),상
05.21 (Thu), 04:00,us,FOMC 회의록 ,,,,상
05.20 (Wed), 18:30,gb,MPC 회의록 ,,,,상
05.20 (Wed), 17:00,us,연준 에반스 연설 ,,,,상
05.19 (Tue), 18:30,gb,인플레이션율(YoY) May,-0.1%,0.0%,0.0%,상
05.18 (Mon), 16:00,us,연준 에반스 연설 ,,,,상
05.16 (Sat), 00:00,us,미시건대 소비자신뢰지수 예상 Jun,88.6,96,95.9,상
05.13 (Wed), 22:30,us,월간 소매 판매 May,0.0%,0.2%,1.1%(R),상
05.13 (Wed), 19:30,gb,BOE 주지사 카니 연설 ,,,,상
05.13 (Wed), 19:30,gb,BOE 인플레이션 보고서 ,,,,상
05.13 (Wed), 18:30,gb,실업수당청구 변동 May,-12.6K,-20.0K,-16.7K(R),상
05.13 (Wed), 18:30,gb,실업률 Apr,5.5%,5.5%,5.6%,상
05.13 (Wed), 02:45,us,FED Williams Speech ,,,,상
05.11 (Mon), 21:00,gb,영란은행 기준금리 결정 ,0.5%,0.5%,0.5%,상
05.11 (Mon), 21:00,gb,영란은행 양적완화 ,￡375B,￡ 375B,￡375B,상
05.09 (Sat), 11:30,cn,인플레이션율(YoY) May,1.5%,1.6%,1.4%,상
05.08 (Fri), 22:30,us,비 농장 급여 May,223K,224K,85K(R),상
05.08 (Fri), 22:30,us,실업률 May,5.4%,5.4%,5.5%,상
05.08 (Fri), 18:30,gb,무역수지 Apr,￡-2.817B,￡ -2.95B,￡-3.318B(R),상
05.08 (Fri), 11:30,cn,수입(YoY) May,-16.2%,-12%,-12.7%,상
05.08 (Fri), 11:30,cn,수출(YoY) May,-6.4%,2.4%,-15.0%,상
05.08 (Fri), 11:30,cn,무역수지 May,$34.13B,$39.45B,$3.08B,상
05.07 (Thu), 09:00,gb,영국 총선거 ,,,,상
05.07 (Thu), 03:30,us,공급 록 하트 연설 ,,,,상
05.07 (Thu), 03:15,us,Fed George Speech ,,,,상
05.06 (Wed), 23:10,us,Fed Yellen & IMF's Lagarde Speech ,,,,상
05.06 (Wed), 22:15,us,ADP 고용변화 May,169K,200K,175K(R),상
05.06 (Wed), 10:00,us,Fed Kocherlakota Speech ,,,,상
05.06 (Wed), 00:00,us,ISM 비제조업 구매자관리자지수(PMI) May,57.8,56.5,56.5,상
05.05 (Tue), 22:30,us,무역수지 Apr,$-51.37B,$-40.3B,$-35.89B(R),상
05.05 (Tue), 05:10,us,FED Williams Speech ,,,,상
05.05 (Tue), 02:25,us,연준 에반스 연설 ,,,,상
05.02 (Sat), 05:45,us,FED Williams Speech ,,,,상
05.02 (Sat), 00:00,us,ISM 제조업 PMI May,51.5,52,51.5,상
05.01 (Fri), 22:30,us,Fed Mester Speech ,,,,상
05.01 (Fri), 11:00,cn,NBS 제조업 구매자관리자지수(PMI) May,50.1,50,50.1,상
04.30 (Thu), 04:00,us,연준 기준금리 결정 ,0.25%,,0.25%,상
04.29 (Wed), 22:30,us,경제성장률(QoQ) 추정 Q2,0.2%,1.0%,2.2%,상
04.28 (Tue), 18:30,gb,경제성장률(QoQ) 예상 Q2,0.3%,0.5%,0.6%,상
04.28 (Tue), 18:30,gb,경제성장률(YoY) 예상 Q2,2.4%,2.6%,3.0%,상
04.24 (Fri), 22:30,us,내구재 주문 (월간) May,4.0%,0.6%,-1.4%,상
04.24 (Fri), 00:00,us,신규주택판매 May,481K,513K,543K(R),상
04.23 (Thu), 09:00,kr,GDP 성장률 (연간) 교수실 Q1,2.4%,2.4%,2.7%,상
04.23 (Thu), 09:00,kr,GDP 성장률(분기대비) 예비치 Q2,0.8%,0.7%,0.3%,상
04.23 (Thu), 00:00,us,기존주택판매 May,5.19M,5.03M,4.89M(R),상
04.22 (Wed), 18:30,gb,MPC 회의록 ,,,,상
04.18 (Sat), 00:00,us,미시건대 소비자신뢰지수 예상 Jun,95.9,94,93,상
04.17 (Fri), 22:30,us,인플레이션율(YoY) May,-0.1%,0.0%,0.0%,상
04.17 (Fri), 22:30,us,핵심물가상승률 (YoY) May,1.8%,1.7%,1.7%,상
04.17 (Fri), 18:30,gb,실업수당청구 변동 May,-20.7K,-29.5K,-29.1K(R),상
04.17 (Fri), 18:30,gb,실업률 Apr,5.6%,5.6%,5.7%,상
04.17 (Fri), 03:30,us,Fed Rosengren Speech ,,,,상
04.17 (Fri), 03:10,us,Fed Mester Speech ,,,,상
04.17 (Fri), 03:00,us,Fed Fischer Speech ,,,,상
04.17 (Fri), 03:00,us,공급 록 하트 연설 ,,,,상
04.16 (Thu), 09:30,us,Fed Lacker Speech ,,,,상
04.16 (Thu), 04:00,us,베이지 북 ,,,,상
04.16 (Thu), 00:40,us,Fed Fischer Speech ,,,,상
04.15 (Wed), 23:00,us,Fed Bullard Speech ,,,,상
04.15 (Wed), 12:00,cn,경제성장률(QoQ) Q2,1.3%,1.4%,1.5%,상
04.15 (Wed), 12:00,cn,경제성장률(YoY) Q2,7.0%,7%,7.3%,상
04.14 (Tue), 22:30,us,월간 소매 판매 May,0.9%,1.0%,-0.5%(R),상
04.14 (Tue), 22:00,us,Fed Kocherlakota Speech ,,,,상
04.14 (Tue), 18:30,gb,인플레이션율(YoY) May,0.0%,0%,0%,상
04.13 (Mon), 11:00,cn,수입(YoY) May,-12.7%,-11.7%,-20.5%,상
04.13 (Mon), 11:00,cn,무역수지 May,$3.08B,$45.35B,$60.6B,상
04.13 (Mon), 11:00,cn,수출(YoY) May,-15.0%,12%,48.3%,상
04.11 (Sat), 02:20,us,Fed Kocherlakota Speech ,,,,상
04.10 (Fri), 22:00,us,Fed Lacker Speech ,,,,상
04.10 (Fri), 11:30,cn,인플레이션율(YoY) May,1.4%,1.3%,1.4%,상
04.09 (Thu), 21:00,gb,영란은행 양적완화 ,￡375B,,￡375B,상
04.09 (Thu), 21:00,gb,영란은행 기준금리 결정 ,0.5%,0.5%,0.5%,상
04.09 (Thu), 18:30,gb,무역수지 Apr,￡-2.859B,,￡-1.54B(R),상
04.09 (Thu), 04:00,us,FOMC 회의록 ,,,,상
04.08 (Wed), 23:30,us,Fed Dudley Speech ,,,,상
04.08 (Wed), 22:00,us,Fed Powell Speech ,,,,상
04.07 (Tue), 22:50,us,Fed Kocherlakota Speech ,,,,상
04.07 (Tue), 00:00,us,ISM 비제조업 구매자관리자지수(PMI) May,56.5,56.5,56.9,상
04.06 (Mon), 22:30,us,Fed Dudley Speech ,,,,상
04.04 (Sat), 02:30,us,Fed Bullard Speaks ,,,,상
04.03 (Fri), 22:30,us,비 농장 급여 May,126K,244K,264K(R),상
04.03 (Fri), 22:30,us,Fed Kocherlakota Speech ,,,,상
04.03 (Fri), 22:30,us,실업률 May,5.5%,5.5%,5.5%,상
04.03 (Fri), 05:45,us,Fed Brainard Speaks ,,,,상
04.02 (Thu), 22:40,us,Fed Yellen Speaks ,,,,상
04.02 (Thu), 22:30,us,무역수지 Apr,$-35.44B,$-41.2B,$-42.68B(R),상
04.02 (Thu), 00:30,us,공급 록 하트 연설 ,,,,상
04.02 (Thu), 00:00,us,ISM 제조업 신규 주문 Mar,51.8,,52.5,상
04.02 (Thu), 00:00,us,ISM 제조업 PMI May,51.5,52.5,52.9,상
04.01 (Wed), 23:00,us,FED Williams Speech ,,,,상
04.01 (Wed), 22:15,us,ADP 고용변화 May,189K,225K,214K(R),상
04.01 (Wed), 11:00,cn,NBS 제조업 구매자관리자지수(PMI) May,50.1,49.7,49.9,상
03.28 (Sat), 04:45,us,Fed Yellen Speech ,,,,상
03.27 (Fri), 21:30,us,경제성장률(QoQ) 최종 Q1,2.2%,2.2%,5.0%,상
03.27 (Fri), 19:30,us,Fed Fischer Speech ,,,,상
03.26 (Thu), 22:00,us,공급 록 하트 연설 ,,,,상
03.26 (Thu), 18:30,gb,BoE 금융 정책위원회 성명 ,,,,상
03.26 (Thu), 17:35,us,Fed Bullard Speech ,,,,상
03.25 (Wed), 21:30,us,내구재 주문 (월간) May,-1.4%,0.3%,2%(R),상
03.25 (Wed), 19:30,us,연준 에반스 연설 ,,,,상
03.24 (Tue), 23:00,us,신규주택판매 May,539K,470K,500K(R),상
03.24 (Tue), 21:30,us,인플레이션율(YoY) May,0%,-0.1%,-0.1%,상
03.24 (Tue), 21:30,us,핵심물가상승률 (YoY) May,1.7%,1.6%,1.6%,상
03.24 (Tue), 19:05,us,Fed Bullard Speech ,,,,상
03.24 (Tue), 18:30,gb,근원 인플레이션율 (연간) Feb,1.2%,,1.4%,상
03.24 (Tue), 18:30,gb,인플레이션율(YoY) May,0%,0.1%,0.3%,상
03.24 (Tue), 11:00,us,FED Williams Speech ,,,,상
03.24 (Tue), 01:20,us,Fed Fischer Speech ,,,,상
03.23 (Mon), 23:00,us,기존주택판매 May,4.88M,4.90M,4.82M,상
03.23 (Mon), 17:40,us,Fed Mester Speech ,,,,상
03.21 (Sat), 00:30,us,Fed Evans Speaks ,,,,상
03.20 (Fri), 23:20,us,공급 록 하트 연설 ,,,,상
03.19 (Thu), 23:00,us,Fed Tarullo Testifies ,,,,상
03.19 (Thu), 03:30,us,Fed Yellen Speaks ,,,,상
03.19 (Thu), 03:00,us,FOMC 경제 예측 ,,,,상
03.19 (Thu), 03:00,us,연준 기준금리 결정 ,0.25%,0.25%,0.25%,상
03.18 (Wed), 18:30,gb,실업수당청구 변동 May,-31K,-30K,-39.4K(R),상
03.18 (Wed), 18:30,gb,MPC 회의록 ,,,,상
03.18 (Wed), 18:30,gb,실업률 Apr,5.7%,5.6%,5.7%,상
03.13 (Fri), 23:00,us,미시건대 소비자신뢰지수 예상 Jun,91.2,95.5,95.4,상
03.12 (Thu), 21:45,gb,BOE Gov Carney Speaks ,,,,상
03.12 (Thu), 21:30,us,월간 소매 판매 May,-0.6%,0.3%,-0.8%,상
